id_1,artist_name_1,track_name_1,lyrics_1,id_2,artist_name_2,track_name_2,lyrics_2
5439,Eduardo Mateo,Dulce Brillo,"Dulce brillo
que aún estaba afuera
curtiendo el alrgo rato
de la esperanza buena

Encorvado
pasito en la vereda
mirando de soslayo
por si pintaba ella

Tanto rato
que ya cambiaba el cielo
y todo ensombrecía
en los sones del tiempo

Es tan tarde
lo miro y lo comprendo
tal vez de amores venga
y hasta resulte feo

Dulce brillo
de bronca y media vuelta
y manos en bolsillos
se va sin verla a ella.",29094,Maga,"Sí, Pero No Lo Soy","No exactamente yo, aunque si
Pero no lo soy
Creo que puedo confiar
Sólo en mi propia confusión

Arriba en la central
Me hacéis creer que soy

Del rey el delfín
Del juego, el as de diamantes
Pero sé bien que tan sólo soy
El que firma hojas en blanco

En mis recuerdos ya no, estoy yo
No tengo el control
Quisiera dimitir
Pero no me sale la voz

Arriba en la central
Me hacéis creer que soy

Del rey el delfín
Del juego,el as de diamantes
Pero sé bien que tan sólo soy
El que firma hojas en blanco"
5439,Eduardo Mateo,Dulce Brillo,"Dulce brillo
que aún estaba afuera
curtiendo el alrgo rato
de la esperanza buena

Encorvado
pasito en la vereda
mirando de soslayo
por si pintaba ella

Tanto rato
que ya cambiaba el cielo
y todo ensombrecía
en los sones del tiempo

Es tan tarde
lo miro y lo comprendo
tal vez de amores venga
y hasta resulte feo

Dulce brillo
de bronca y media vuelta
y manos en bolsillos
se va sin verla a ella.",69790,Los Piojos,Ximenita,"Mi novia Ximenita
le gusta pelear
patea de costado
patea para atrás
pero cuando la atrapo
antes que cuente tres
ella es una seda
y se pega del revés"
5439,Eduardo Mateo,Dulce Brillo,"Dulce brillo
que aún estaba afuera
curtiendo el alrgo rato
de la esperanza buena

Encorvado
pasito en la vereda
mirando de soslayo
por si pintaba ella

Tanto rato
que ya cambiaba el cielo
y todo ensombrecía
en los sones del tiempo

Es tan tarde
lo miro y lo comprendo
tal vez de amores venga
y hasta resulte feo

Dulce brillo
de bronca y media vuelta
y manos en bolsillos
se va sin verla a ella.",66730,Arcana,Chant of the Awakening,"Ohh de profundis
Ohh de procella
Ahh Canto
Cantar Eterna"
5439,Eduardo Mateo,Dulce Brillo,"Dulce brillo
que aún estaba afuera
curtiendo el alrgo rato
de la esperanza buena

Encorvado
pasito en la vereda
mirando de soslayo
por si pintaba ella

Tanto rato
que ya cambiaba el cielo
y todo ensombrecía
en los sones del tiempo

Es tan tarde
lo miro y lo comprendo
tal vez de amores venga
y hasta resulte feo

Dulce brillo
de bronca y media vuelta
y manos en bolsillos
se va sin verla a ella.",28437,Arbolito,La Máquina,"Hasta la punta de tu luz,
Hasta tu grito más feroz,
Se trepó a la maquina.
Es enorme y avanza
No ves cómo te come,
Ni un cachito de cielo
Para tus soles.
Hasta los ojos de mamá
Viven en la maquina.
Hasta tus sueños de cristal,
Hasta tu vuelo más audaz,
Se trepó a la maquina.
Y en que temor dejaste
Que se vaya tu vida
Y te quedaste frito
Emparchando las heridas.
Hasta tus mocos de campeón
Viven en la maquina ."
5439,Eduardo Mateo,Dulce Brillo,"Dulce brillo
que aún estaba afuera
curtiendo el alrgo rato
de la esperanza buena

Encorvado
pasito en la vereda
mirando de soslayo
por si pintaba ella

Tanto rato
que ya cambiaba el cielo
y todo ensombrecía
en los sones del tiempo

Es tan tarde
lo miro y lo comprendo
tal vez de amores venga
y hasta resulte feo

Dulce brillo
de bronca y media vuelta
y manos en bolsillos
se va sin verla a ella.",37485,Atahualpa Yupanqui,Camino del Indio - Remastered,"Caminito del indio
sendero coya sembrao de piedras
caminito del indio
que junta el valle con las estrellas

Caminito que anduvo
de sur a norte mi raza vieja
antes que en la montaña
la Pachamama se ensombreciera

Cantando en el cerro
llorando en el río
se agranda en la noche
la pena del indio
El sol y la luna
y este canto mío
besaron tus piedras,
camino del indio

En la noche serrana
llora la quena su honda nostalgia
y el caminito sabe
cuál es la chola que el indio llama

Se levanta en el cerro
la voz doliente de la baguala
y el camino lamenta
ser el culpable de la distancia

Cantando en el cerro ..."
5439,Eduardo Mateo,Dulce Brillo,"Dulce brillo
que aún estaba afuera
curtiendo el alrgo rato
de la esperanza buena

Encorvado
pasito en la vereda
mirando de soslayo
por si pintaba ella

Tanto rato
que ya cambiaba el cielo
y todo ensombrecía
en los sones del tiempo

Es tan tarde
lo miro y lo comprendo
tal vez de amores venga
y hasta resulte feo

Dulce brillo
de bronca y media vuelta
y manos en bolsillos
se va sin verla a ella.",48054,Magos Herrera,Alegria,"Canto,
Llanto,
Verso en fin,
Tanto,
Encanto,
Toda cabe en si.

Siento
El viento
Flor de liz
Y tu,
Aliento,
Me revela así:

Invento,
Toda la alegría en mi,
Volveré a nacer,
Volveré a hacer,
Mi mejor canción,
Que es para darte, hoy.

Mar, marea
Quiebra en mi
Nada queda,
De lo que aprendi."
5439,Eduardo Mateo,Dulce Brillo,"Dulce brillo
que aún estaba afuera
curtiendo el alrgo rato
de la esperanza buena

Encorvado
pasito en la vereda
mirando de soslayo
por si pintaba ella

Tanto rato
que ya cambiaba el cielo
y todo ensombrecía
en los sones del tiempo

Es tan tarde
lo miro y lo comprendo
tal vez de amores venga
y hasta resulte feo

Dulce brillo
de bronca y media vuelta
y manos en bolsillos
se va sin verla a ella.",37461,Atahualpa Yupanqui,En Aquel Tiempo,"Engrillado y entre cuatro
hombres de torvo mirar
así cruce Buenos Aires
por cantar la libertad

Anchos portones se abrieron
para volverse a cerrar
pabellones, pasadizos
y al fondo la oscuridad

Por mi mujer y mi niño
recé lo que se rezar
mi guitarra clara y honda
sabe todo lo demás

Engrillado y entre cuatro,
hombres de torvo mirar
así cruce Buenos Aires
por cantar la libertad

Duerme el tirano la siesta
con metralleta a la par
por si pasa un inocente
cantando a la libertad"
5439,Eduardo Mateo,Dulce Brillo,"Dulce brillo
que aún estaba afuera
curtiendo el alrgo rato
de la esperanza buena

Encorvado
pasito en la vereda
mirando de soslayo
por si pintaba ella

Tanto rato
que ya cambiaba el cielo
y todo ensombrecía
en los sones del tiempo

Es tan tarde
lo miro y lo comprendo
tal vez de amores venga
y hasta resulte feo

Dulce brillo
de bronca y media vuelta
y manos en bolsillos
se va sin verla a ella.",16987,Vanni G,Sonora - Vanni G Vs. Dj Nick Extended,"Hey gringo
Donde vamos esta noche
A tomar y a darle de trancassos
A qui estan los verdaderos hombres...
Bienvenidos a Sonora!!!

Todos en fiesta, esta fiesta
Todos en fiesta, esta..."
5439,Eduardo Mateo,Dulce Brillo,"Dulce brillo
que aún estaba afuera
curtiendo el alrgo rato
de la esperanza buena

Encorvado
pasito en la vereda
mirando de soslayo
por si pintaba ella

Tanto rato
que ya cambiaba el cielo
y todo ensombrecía
en los sones del tiempo

Es tan tarde
lo miro y lo comprendo
tal vez de amores venga
y hasta resulte feo

Dulce brillo
de bronca y media vuelta
y manos en bolsillos
se va sin verla a ella.",28616,Tachenko,El Tiempo En Los Urales,"¿Dónde podría estar mejor?
Si puedes ven, si quieres voy
El tiempo en los Urales:
Entrada y desaparición.

Compré un billete para ti
Y te perdiste en la estación.
Tú y yo somos iguales,
No existe la comparación.

Vuelvo a entablar conversación:
Son personas del mundo real.

El viaje fue espectacular
(mejor al ir que al regresar).
Tú sabes que lo sabes:
No existe forma de escapar.

Vuelvo a entablar conversación:
Son personas del mundo real.
Verte llegar y algo falló:
Los aviones que el cielo arrasó.

El tiempo en los Urales:
Entrada y desaparición."
5439,Eduardo Mateo,Dulce Brillo,"Dulce brillo
que aún estaba afuera
curtiendo el alrgo rato
de la esperanza buena

Encorvado
pasito en la vereda
mirando de soslayo
por si pintaba ella

Tanto rato
que ya cambiaba el cielo
y todo ensombrecía
en los sones del tiempo

Es tan tarde
lo miro y lo comprendo
tal vez de amores venga
y hasta resulte feo

Dulce brillo
de bronca y media vuelta
y manos en bolsillos
se va sin verla a ella.",3348,Joan Sebastian,Amarte,"Amarte tiene un sabor tan fresco
Que a veces pienso que yo no merezco
Cortar la fruta de tu tierno huerto
Creo estar soñando pero no es cierto

Amarte tiene un sabor distinto
Que me emborracha como el vino tinto
Amarte tiene color de aventura
Tienes coraje y tienes ternura

De luna a sol soy un pincel
Que no hace mas que dibujar tu piel
De luna a sol soy un pintor
En el paisaje de este hermoso amor

Amarte tiene un sabor tan fresco
Que a veces pienso que yo no merezco
Cortar la fruta de tu tierno huerto
Creo estar soñando pero no es cierto

Amarte tiene un sabor distinto
Que me emborracha como el vino tinto
Amarte tiene color de aventura
Tienes coraje y tienes ternura

De luna a sol soy un pincel
Que no hace mas que dibujar tu piel
De luna a sol soy un pintor
En el paisaje de este hermoso amor"
5439,Eduardo Mateo,Dulce Brillo,"Dulce brillo
que aún estaba afuera
curtiendo el alrgo rato
de la esperanza buena

Encorvado
pasito en la vereda
mirando de soslayo
por si pintaba ella

Tanto rato
que ya cambiaba el cielo
y todo ensombrecía
en los sones del tiempo

Es tan tarde
lo miro y lo comprendo
tal vez de amores venga
y hasta resulte feo

Dulce brillo
de bronca y media vuelta
y manos en bolsillos
se va sin verla a ella.",37416,Atahualpa Yupanqui,Vidala de la Niña Sola - Remastered,"Tuve un amor en los campos,
dulce novia del ayer
ay niña yo no sabia,
que nunca mas te iba a ver

La niña triste decía,
te esperaré
como un árbol en la tarde,
te esperaré
como el labriego a la lluvia,
te esperaré
arrebozada en mis sueños,
te esperaré, te esperaré

Ay niña yo no sabia
que nunca mas te iba a ver
que nunca mas te iba a ver
te esperaré, te esperaré"
5439,Eduardo Mateo,Dulce Brillo,"Dulce brillo
que aún estaba afuera
curtiendo el alrgo rato
de la esperanza buena

Encorvado
pasito en la vereda
mirando de soslayo
por si pintaba ella

Tanto rato
que ya cambiaba el cielo
y todo ensombrecía
en los sones del tiempo

Es tan tarde
lo miro y lo comprendo
tal vez de amores venga
y hasta resulte feo

Dulce brillo
de bronca y media vuelta
y manos en bolsillos
se va sin verla a ella.",33902,Obus,Él Es Rock & Roll,"La punta de sus botas
Apuntándote
El humo de su boca
Envolviéndote

La chupa en el hombro
Y en su copa un coñac
Un cigarro en la mano
No para de hablar

Él es Rock & Roll

La gente le rodea
Después de tocar
La rubia de la barra
No deja de mirar

Él se acerca
No para de taconear
Sabe que esta noche
No se escapará

Él es Rock & Roll"
5439,Eduardo Mateo,Dulce Brillo,"Dulce brillo
que aún estaba afuera
curtiendo el alrgo rato
de la esperanza buena

Encorvado
pasito en la vereda
mirando de soslayo
por si pintaba ella

Tanto rato
que ya cambiaba el cielo
y todo ensombrecía
en los sones del tiempo

Es tan tarde
lo miro y lo comprendo
tal vez de amores venga
y hasta resulte feo

Dulce brillo
de bronca y media vuelta
y manos en bolsillos
se va sin verla a ella.",55093,Mano Negra,Viva Zapata,"Soyez les bienvenus!
El pueblo unido!
Jamas sera vencido!"
5439,Eduardo Mateo,Dulce Brillo,"Dulce brillo
que aún estaba afuera
curtiendo el alrgo rato
de la esperanza buena

Encorvado
pasito en la vereda
mirando de soslayo
por si pintaba ella

Tanto rato
que ya cambiaba el cielo
y todo ensombrecía
en los sones del tiempo

Es tan tarde
lo miro y lo comprendo
tal vez de amores venga
y hasta resulte feo

Dulce brillo
de bronca y media vuelta
y manos en bolsillos
se va sin verla a ella.",37741,Camaron De La Isla,Campanas Del Alba - Seguiriyas,"Suenan

Campanas del alba

En la plazuela,

Qué alegría de verte

Aquí a mi vera.

A la iglesia mayor fui

A pedirle al Nazareno

Que me salvara a mí pare,

Me contestó que no,

Que me dejaba a mi mare.

Que alumbras mi alma,

Tú alumbras mi casa,

Tú alumbras mi vía,

Tú eres la noche

Que ilumina mi sueño,

Tú eres mi vía."
